time,open,high,low,close,volume
2020-12-21 05:40:00,122.0,122.0,122.0,122.0,543
2020-12-21 06:40:00,123.51,123.51,123.51,123.51,252
2020-12-21 06:55:00,123.51,123.51,123.51,123.51,226
2020-12-21 07:05:00,123.7,124.1,123.5,123.5,4858
2020-12-21 07:10:00,123.89,123.89,123.89,123.89,137
2020-12-21 07:15:00,123.8,123.8,123.8,123.8,329
2020-12-21 07:20:00,123.85,123.85,123.8,123.8,898
2020-12-21 07:25:00,123.75,123.75,123.5,123.5,864
2020-12-21 07:30:00,123.5,123.51,123.5,123.5,950
2020-12-21 07:35:00,123.52,123.59,123.5,123.5,631
2020-12-21 07:40:00,123.75,123.83,123.73,123.83,1127
2020-12-21 07:45:00,123.83,123.9,123.8,123.89,1889
2020-12-21 08:00:00,123.73,123.73,123.45,123.45,1442
2020-12-21 08:05:00,123.6,123.9,123.32,123.32,4878
2020-12-21 08:10:00,123.32,123.32,123.32,123.32,639
2020-12-21 08:15:00,123.2,123.21,123.2,123.21,1055
2020-12-21 08:20:00,123.35,123.35,123.1,123.1,1193
2020-12-21 08:25:00,123.02,123.02,123.0,123.0,1562
2020-12-21 08:30:00,123.03,123.03,123.03,123.03,150
2020-12-21 08:35:00,123.1,123.1,123.1,123.1,219
2020-12-21 08:50:00,123.4,123.4,123.4,123.4,397
2020-12-21 08:55:00,123.51,123.51,123.51,123.51,750
2020-12-21 09:00:00,123.78,123.8,123.78,123.8,266
2020-12-21 09:05:00,123.8,125.85,123.8,123.87,887
2020-12-21 09:10:00,123.9,123.9,123.9,123.9,376
2020-12-21 09:15:00,123.8,124.0,123.8,124.0,469
2020-12-21 09:20:00,124.2,124.2,124.2,124.2,537
2020-12-21 09:30:00,124.02,124.02,123.78,123.78,1434
2020-12-21 09:35:00,123.97,124.18,123.0705,123.455,355075
2020-12-21 09:40:00,123.4778,123.84,123.43,123.7232,99377
2020-12-21 09:45:00,123.68,123.7765,123.325,123.325,63087
2020-12-21 09:50:00,123.32,123.46,123.24,123.3415,70280
2020-12-21 09:55:00,123.345,123.62,123.27,123.36,56734
2020-12-21 10:00:00,123.37,123.51,122.95,123.0899,136912
2020-12-21 10:05:00,123.045,123.045,122.1,122.17,110883
2020-12-21 10:10:00,122.18,122.34,121.88,122.24,99258
2020-12-21 10:15:00,122.25,122.5,122.22,122.33,78429
2020-12-21 10:20:00,122.28,122.33,121.935,121.94,102811
2020-12-21 10:25:00,121.96,122.1729,121.8602,122.14,122991
2020-12-21 10:30:00,122.11,122.19,122.04,122.07,64182
2020-12-21 10:35:00,122.05,122.12,121.82,121.9642,125985
2020-12-21 10:40:00,121.98,122.02,121.72,121.97,74526
2020-12-21 10:45:00,121.95,122.05,121.85,122.03,110351
2020-12-21 10:50:00,121.98,122.1294,121.9,122.0299,91605
2020-12-21 10:55:00,122.04,122.1566,121.98,122.07,73020
2020-12-21 11:00:00,122.08,122.265,122.0,122.07,78294
2020-12-21 11:05:00,122.0503,122.34,122.01,122.29,201348
2020-12-21 11:10:00,122.33,122.45,122.29,122.42,45959
2020-12-21 11:15:00,122.425,122.45,122.29,122.43700000000001,50606
2020-12-21 11:20:00,122.44200000000001,122.52,122.15,122.19,55489
2020-12-21 11:25:00,122.2,122.41,122.18,122.2904,34964
2020-12-21 11:30:00,122.29,122.29,122.1709,122.2222,50787
2020-12-21 11:35:00,122.2467,122.29,121.9475,122.0,75977
2020-12-21 11:40:00,122.0,122.14,121.955,122.14,52519
2020-12-21 11:45:00,122.15,122.23,121.99,121.999,71163
2020-12-21 11:50:00,122.0,122.1,121.93,122.05,53655
2020-12-21 11:55:00,122.05,122.16,121.99,122.0033,57416
2020-12-21 12:00:00,122.0,122.2299,121.99,122.18,39475
2020-12-21 12:05:00,122.17,122.445,122.17,122.39,59680
2020-12-21 12:10:00,122.39,122.39,122.19,122.3457,28542
2020-12-21 12:15:00,122.36,122.4,122.28,122.3,29280
2020-12-21 12:20:00,122.3,122.46,122.3,122.43,42122
2020-12-21 12:25:00,122.43,122.55,122.39,122.51,39727
2020-12-21 12:30:00,122.515,122.56,122.465,122.53,48512
2020-12-21 12:35:00,122.52,122.61,122.46,122.47,67407
2020-12-21 12:40:00,122.4878,122.5184,122.46,122.49,34013
2020-12-21 12:45:00,122.49,122.508,122.35,122.42,57377
2020-12-21 12:50:00,122.44,122.51,122.39,122.49,50872
2020-12-21 12:55:00,122.48,122.72,122.48,122.6678,65645
2020-12-21 13:00:00,122.6675,122.88,122.665,122.8598,43863
2020-12-21 13:05:00,122.845,122.95,122.81,122.83,36338
2020-12-21 13:10:00,122.81,122.835,122.7236,122.795,32279
2020-12-21 13:15:00,122.81,122.84,122.72,122.76,33338
2020-12-21 13:20:00,122.78,122.79,122.66,122.73,48470
2020-12-21 13:25:00,122.72,122.74,122.62,122.7133,38004
2020-12-21 13:30:00,122.71,122.8899,122.68,122.82,51325
2020-12-21 13:35:00,122.82,122.898,122.61,122.7083,58478
2020-12-21 13:40:00,122.7099,122.755,122.6789,122.74,37694
2020-12-21 13:45:00,122.75,123.0292,122.745,122.99,46696
2020-12-21 13:50:00,122.98,123.02,122.84,123.02,53457
2020-12-21 13:55:00,123.03,123.12,122.97,123.12,31827
2020-12-21 14:00:00,123.13,123.15,123.0,123.03,39282
2020-12-21 14:05:00,123.04,123.11,122.98,123.09,38269
2020-12-21 14:10:00,123.08,123.14,123.0311,123.12,33148
2020-12-21 14:15:00,123.1105,123.23,123.06,123.2199,26859
2020-12-21 14:20:00,123.21,123.31,123.05,123.22,70152
2020-12-21 14:25:00,123.21,123.21,123.04,123.11,72059
2020-12-21 14:30:00,123.11,123.2121,123.0,123.19,46814
2020-12-21 14:35:00,123.1874,123.35,123.18,123.27,64315
2020-12-21 14:40:00,123.25,123.34,123.15,123.2178,32605
2020-12-21 14:45:00,123.22,123.35,123.1815,123.29,52156
2020-12-21 14:50:00,123.29,123.34,123.255,123.275,24587
2020-12-21 14:55:00,123.28,123.49,123.21,123.49,61129
2020-12-21 15:00:00,123.48,123.6,123.385,123.39,85547
2020-12-21 15:05:00,123.39,123.46,123.24,123.2916,29896
2020-12-21 15:10:00,123.30799999999999,123.34,123.21,123.2779,57846
2020-12-21 15:15:00,123.287,123.42,123.23,123.42,60953
2020-12-21 15:20:00,123.4,123.4,123.23,123.24,35817
2020-12-21 15:25:00,123.24,123.31,123.23,123.3,31679
2020-12-21 15:30:00,123.315,123.4578,123.3,123.4422,39173
2020-12-21 15:35:00,123.44,123.48,123.12,123.15,67362
2020-12-21 15:40:00,123.15,123.36399999999999,123.12,123.36399999999999,57260
2020-12-21 15:45:00,123.37,123.45,123.16,123.204,49290
2020-12-21 15:50:00,123.21,123.225,123.1,123.19,63967
2020-12-21 15:55:00,123.21,123.21,122.98,123.165,119027
2020-12-21 16:00:00,123.18,123.54,123.175,123.35,244649
2020-12-21 16:05:00,123.39,123.39,123.39,123.39,79389
2020-12-21 16:10:00,123.39,123.39,123.39,123.39,5969
2020-12-21 16:15:00,123.4023,123.4023,123.4023,123.4023,903
2020-12-21 16:30:00,123.39,123.39,123.39,123.39,157
2020-12-21 16:45:00,123.1,123.1,123.1,123.1,489
2020-12-21 16:50:00,123.17,123.17,123.17,123.17,200
2020-12-21 17:00:00,123.1,123.1,123.1,123.1,114
2020-12-21 17:20:00,123.13,123.13,123.13,123.13,119
2020-12-21 18:05:00,123.36,123.39,123.36,123.39,493
2020-12-21 18:10:00,123.39,123.39,123.39,123.39,105
2020-12-21 18:20:00,123.54,123.54,123.54,123.54,160
2020-12-21 18:40:00,123.54,123.54,123.54,123.54,109
2020-12-21 18:45:00,123.12,123.12,123.12,123.12,100
2020-12-21 19:05:00,123.25,123.25,123.25,123.25,380
2020-12-21 20:00:00,123.17,123.38,123.17,123.38,1240
2020-12-22 06:00:00,123.38,123.4,123.38,123.4,300
2020-12-22 06:35:00,123.33,123.33,123.33,123.33,105
2020-12-22 07:10:00,123.68,123.68,123.68,123.68,269
2020-12-22 07:55:00,123.5,123.5,123.5,123.5,252
2020-12-22 08:05:00,123.6,123.6785,123.5982,123.67,3629
2020-12-22 08:10:00,123.55,123.55,123.55,123.55,453
2020-12-22 08:25:00,123.6,123.6,123.6,123.6,100
2020-12-22 08:30:00,123.55,123.55,123.46,123.46,1183
2020-12-22 08:40:00,123.46,123.5,123.4136,123.4136,1126
2020-12-22 08:50:00,123.41,123.41,123.4,123.4,305
2020-12-22 08:55:00,123.5,123.5,123.5,123.5,310
2020-12-22 09:00:00,123.4999,123.4999,123.4999,123.4999,200
2020-12-22 09:10:00,123.49,123.4998,123.49,123.4998,1021
2020-12-22 09:15:00,123.45,123.45,123.37,123.37,355
2020-12-22 09:20:00,123.36,123.6,123.06,123.06,1174
2020-12-22 09:25:00,123.18,123.18,123.18,123.18,120
2020-12-22 09:35:00,123.31,123.41,123.15,123.165,166260
2020-12-22 09:40:00,123.1532,123.1618,122.78,122.89,60384
2020-12-22 09:45:00,122.89,122.92,122.5682,122.66,38815
2020-12-22 09:50:00,122.64,123.31,122.53,122.7712,58870
2020-12-22 09:55:00,122.8,122.8,122.52,122.5242,35669
2020-12-22 10:00:00,122.5506,122.605,122.44,122.49,32820
2020-12-22 10:05:00,122.4801,122.635,122.41,122.62,43127
2020-12-22 10:10:00,122.6,122.6499,122.44200000000001,122.58,35396
2020-12-22 10:15:00,122.62,122.72,122.45,122.575,41034
2020-12-22 10:20:00,122.6477,122.82,122.63,122.81,38889
2020-12-22 10:25:00,122.82,122.82,122.51,122.51,33232
2020-12-22 10:30:00,122.5499,122.711,122.46,122.711,37676
2020-12-22 10:35:00,122.69,122.73,122.59,122.595,33915
2020-12-22 10:40:00,122.58,122.65,122.495,122.595,36641
2020-12-22 10:45:00,122.58,122.77,122.545,122.63,31830
2020-12-22 10:50:00,122.655,122.8,122.635,122.69,28487
2020-12-22 10:55:00,122.7,122.95,122.66,122.94,59965
2020-12-22 11:00:00,122.9422,123.03,122.87,122.97,39461
2020-12-22 11:05:00,122.98,123.05,122.831,122.96,26715
2020-12-22 11:10:00,122.97,123.19,122.97,123.19,34785
2020-12-22 11:15:00,123.2,123.31,123.195,123.245,33578
2020-12-22 11:20:00,123.26,123.43,123.2,123.37,38407
2020-12-22 11:25:00,123.36,123.48,123.35,123.45,26663
2020-12-22 11:30:00,123.45,123.7,123.44,123.68,45849
2020-12-22 11:35:00,123.7,123.81,123.63,123.715,55536
2020-12-22 11:40:00,123.72,123.81,123.65899999999999,123.7978,50043
2020-12-22 11:45:00,123.7981,123.81,123.59,123.66,31315
2020-12-22 11:50:00,123.67,123.67,123.51,123.56,30848
2020-12-22 11:55:00,123.515,123.55,123.42,123.515,22725
2020-12-22 12:00:00,123.51,123.69,123.5,123.67,25825
2020-12-22 12:05:00,123.6694,123.8,123.65,123.76,63455
2020-12-22 12:10:00,123.75,123.93,123.73,123.82,54573
2020-12-22 12:15:00,123.8435,123.8945,123.75,123.7837,31769
2020-12-22 12:20:00,123.7777,123.85,123.71,123.71,24832
2020-12-22 12:25:00,123.715,123.75,123.66,123.75,20201
2020-12-22 12:30:00,123.74,123.74,123.5156,123.529,27306
2020-12-22 12:35:00,123.56,123.58,123.45,123.48,39514
2020-12-22 12:40:00,123.49,123.56,123.45,123.55,33802
2020-12-22 12:45:00,123.56,123.65,123.5501,123.62,12623
2020-12-22 12:50:00,123.635,123.7348,123.59,123.7199,15728
2020-12-22 12:55:00,123.713,123.74,123.61,123.6176,16727
2020-12-22 13:00:00,123.6183,123.67,123.56,123.67,19156
2020-12-22 13:05:00,123.67,123.7154,123.61,123.62,18943
2020-12-22 13:10:00,123.62,123.67,123.61,123.67,18228
2020-12-22 13:15:00,123.68,123.86,123.68,123.7967,25947
2020-12-22 13:20:00,123.82,123.87,123.72,123.7554,21236
2020-12-22 13:25:00,123.76,123.8023,123.75,123.77,26842
2020-12-22 13:30:00,123.7794,123.8878,123.77,123.88,24583
2020-12-22 13:35:00,123.89,123.9542,123.87,123.88,34688
2020-12-22 13:40:00,123.89,124.02,123.86,123.94,46750
2020-12-22 13:45:00,123.94,123.98,123.9,123.98,24515
2020-12-22 13:50:00,124.0,124.16,124.0,124.1078,27903
2020-12-22 13:55:00,124.13,124.1957,124.09,124.17,23915
2020-12-22 14:00:00,124.185,124.22,124.0901,124.11,27374
2020-12-22 14:05:00,124.11,124.165,124.08,124.1378,24525
2020-12-22 14:10:00,124.1286,124.1286,124.0075,124.0075,24166
2020-12-22 14:15:00,124.02,124.11,123.98,124.08,26372
2020-12-22 14:20:00,124.08,124.09,123.91,123.95,34740
2020-12-22 14:25:00,123.97,124.04,123.91,123.99,40318
2020-12-22 14:30:00,123.98100000000001,124.01,123.89,123.9378,21264
2020-12-22 14:35:00,123.92,123.92,123.82,123.87,43510
2020-12-22 14:40:00,123.87,123.87,123.73,123.73,27968
2020-12-22 14:45:00,123.74,123.78,123.69,123.772,22239
2020-12-22 14:50:00,123.777,123.83,123.6843,123.8,25609
2020-12-22 14:55:00,123.8,123.86,123.73,123.81,25752
2020-12-22 15:00:00,123.82,123.84,123.74,123.78,36552
2020-12-22 15:05:00,123.79,123.81,123.74,123.78,37779
2020-12-22 15:10:00,123.78,123.78,123.65,123.71,48372
2020-12-22 15:15:00,123.705,123.74,123.6522,123.693,48718
2020-12-22 15:20:00,123.68,123.77,123.61,123.61,47028
2020-12-22 15:25:00,123.6,123.68,123.57,123.605,32622
2020-12-22 15:30:00,123.6,123.61,123.4848,123.5,55059
2020-12-22 15:35:00,123.5,123.705,123.47,123.66,70280
2020-12-22 15:40:00,123.66,123.7,123.5663,123.6,59422
2020-12-22 15:45:00,123.6,123.64,123.53,123.62,44627
2020-12-22 15:50:00,123.62,123.72,123.59,123.65,62586
2020-12-22 15:55:00,123.6,123.72,123.55,123.62,77041
2020-12-22 16:00:00,123.625,123.74,123.6,123.61,159634
2020-12-22 16:05:00,123.61,123.61,123.6,123.61,216822
2020-12-22 16:10:00,123.61,123.61,123.57,123.57,1621
2020-12-22 16:15:00,123.61,123.61,122.84,123.61,7686
2020-12-22 16:20:00,123.26,123.26,123.26,123.26,400
2020-12-22 18:05:00,123.61,123.61,123.61,123.61,288786
2020-12-22 18:20:00,123.58,123.61,123.58,123.61,246
2020-12-22 18:55:00,123.75,123.75,123.75,123.75,100
2020-12-22 19:05:00,123.35,123.35,123.35,123.35,250
2020-12-22 20:00:00,123.3,123.46,123.3,123.46,861
2020-12-23 06:25:00,124.03,124.11,124.03,124.11,592
2020-12-23 07:05:00,124.03,124.03,123.68,123.75,1463
2020-12-23 08:05:00,124.0,124.0,124.0,124.0,260
2020-12-23 08:25:00,123.61,123.61,123.61,123.61,301
2020-12-23 09:10:00,123.92,123.92,123.88,123.88,265
2020-12-23 09:25:00,123.86,123.86,123.86,123.86,599
2020-12-23 09:30:00,123.7,123.7,123.67,123.67,1180
2020-12-23 09:35:00,123.88,124.4663,123.74,124.36,205399
2020-12-23 09:40:00,124.365,124.86,124.25,124.86,54280
2020-12-23 09:45:00,124.9,125.07,124.64,124.66,80681
2020-12-23 09:50:00,124.695,125.0,124.64,124.96,49353
2020-12-23 09:55:00,124.97,125.06,124.785,124.8167,44390
2020-12-23 10:00:00,124.82,124.89,124.55,124.58,22713
2020-12-23 10:05:00,124.64,125.21,124.595,125.14,72990
2020-12-23 10:10:00,125.13,125.18,124.9,124.95,29733
2020-12-23 10:15:00,124.96,124.96,124.59,124.59,25518
2020-12-23 10:20:00,124.63,124.664,124.4486,124.48,27325
2020-12-23 10:25:00,124.4769,124.61,124.39,124.39,15629
2020-12-23 10:30:00,124.35,124.52,124.3222,124.4,28135
2020-12-23 10:35:00,124.42,124.5217,124.26,124.2959,21977
2020-12-23 10:40:00,124.29,124.445,124.29,124.425,18937
2020-12-23 10:45:00,124.41,124.53,124.41,124.43,24411
2020-12-23 10:50:00,124.44,124.49,124.28,124.43,34108
2020-12-23 10:55:00,124.43,124.445,124.24,124.43,28582
2020-12-23 11:00:00,124.41,124.43,124.34,124.411,17279
2020-12-23 11:05:00,124.38,124.4044,124.26,124.3054,16762
2020-12-23 11:10:00,124.305,124.53,124.305,124.47,23384
2020-12-23 11:15:00,124.5,124.6,124.47,124.565,17759
2020-12-23 11:20:00,124.55,124.68,124.48,124.68,28716
2020-12-23 11:25:00,124.72,124.75,124.58,124.62200000000001,29576
